chr1	27554	29554	ENST00000473358.1	0	+
chr1	28267	30267	ENST00000469289.1	0	+
chr1	120932	122932	ENST00000466430.1	0	-
chr1	91105	93105	ENST00000495576.1	0	-
chr1	129217	131217	ENST00000477740.1	0	-
chr1	129173	131173	ENST00000471248.1	0	-
chr1	133566	135566	ENST00000453576.2	0	-
chr1	140339	142339	ENST00000493797.1	0	-
chr1	149707	151707	ENST00000484859.1	0	-
chr1	146831	148831	ENST00000490997.1	0	-
chr1	158446	160446	ENST00000496488.1	0	+
chr1	173864	175864	ENST00000466557.1	0	-
chr1	168767	170767	ENST00000491962.1	0	-
chr1	234484	236484	ENST00000442116.1	0	-
chr1	238558	240558	ENST00000448958.1	0	-
chr1	267253	269253	ENST00000424587.1	0	-
chr1	259121	261121	ENST00000335577.4	0	-
chr1	315811	317811	ENST00000426316.1	0	+
chr1	318162	320162	ENST00000432964.1	0	+
chr1	318162	320162	ENST00000423728.1	0	+
chr1	320037	322037	ENST00000440038.1	0	+
chr1	320732	322732	ENST00000419160.1	0	+
chr1	322438	324438	ENST00000534867.1	0	+
chr1	322515	324515	ENST00000456623.1	0	+
chr1	322756	324756	ENST00000425496.2	0	+
chr1	460480	462480	ENST00000450983.1	0	-
chr1	460465	462465	ENST00000412666.1	0	-
chr1	457656	459656	ENST00000441866.1	0	+
chr1	523833	525833	ENST00000417636.1	0	-
chr1	521009	523009	ENST00000423796.1	0	+
chr1	521048	523048	ENST00000450696.1	0	+
chr1	527833	529833	ENST00000440196.1	0	+
chr1	527839	529839	ENST00000357876.4	0	+
chr1	655580	657580	ENST00000440200.1	0	-
chr1	564390	566390	ENST00000452176.1	0	-
chr1	655530	657530	ENST00000441245.1	0	-
chr1	655574	657574	ENST00000419394.1	0	-
chr1	655580	657580	ENST00000448605.1	0	-
chr1	655580	657580	ENST00000414688.1	0	-
chr1	659930	661930	ENST00000447954.1	0	-
chr1	685396	687396	ENST00000416385.1	0	-
chr1	700305	702305	ENST00000417659.1	0	-
chr1	694291	696291	ENST00000422528.1	0	+
chr1	714006	716006	ENST00000428504.1	0	-
chr1	712162	714162	ENST00000457084.1	0	+
chr1	712436	714436	ENST00000429505.1	0	+
chr1	715325	717325	ENST00000434264.1	0	+
chr1	745541	747541	ENST00000447500.1	0	-
chr1	738179	740179	ENST00000443772.1	0	+
chr1	738312	740312	ENST00000412115.1	0	+
chr1	753092	755092	ENST00000435300.1	0	-
chr1	750751	752751	ENST00000326734.1	0	+
chr1	762902	764902	ENST00000473798.1	0	-
chr1	762886	764886	ENST00000536430.1	0	-
chr1	760988	762988	ENST00000445118.1	0	+
chr1	761047	763047	ENST00000441765.1	0	+
chr1	761053	763053	ENST00000449005.1	0	+
chr1	761079	763079	ENST00000416570.1	0	+
chr1	764985	766985	ENST00000415295.1	0	+
chr1	781054	783054	ENST00000448975.1	0	+
chr1	784728	786728	ENST00000425657.1	0	+
chr1	812283	814283	ENST00000446136.1	0	-
chr1	805581	807581	ENST00000432963.1	0	-
chr1	812182	814182	ENST00000427857.1	0	-
chr1	844815	846815	ENST00000448179.1	0	+
chr1	847551	849551	ENST00000398216.2	0	+
chr1	948573	950573	ENST00000458555.1	0	-
chr1	1070397	1072397	ENST00000416774.1	0	+
chr1	1114935	1116935	ENST00000379317.1	0	-
chr1	1254069	1256069	ENST00000444968.1	0	-
chr1	1332902	1334902	ENST00000448629.2	0	+
chr1	1332902	1334902	ENST00000447725.1	0	+
chr1	1332907	1334907	ENST00000444362.1	0	+
chr1	1332910	1334910	ENST00000418833.1	0	+
chr1	1333799	1335799	ENST00000453521.1	0	+
chr1	1353625	1355625	ENST00000428932.1	0	+
chr1	1363179	1365179	ENST00000439191.1	0	-
chr1	1361502	1363502	ENST00000366395.2	0	+
chr1	1365635	1367635	ENST00000428781.1	0	-
chr1	1369953	1371953	ENST00000430109.1	0	-
chr1	1367223	1369223	ENST00000434150.1	0	-
chr1	1369868	1371868	ENST00000454562.1	0	-
chr1	1369900	1371900	ENST00000417917.1	0	-
chr1	1533819	1535819	ENST00000502203.1	0	+
chr1	1654054	1656054	ENST00000417099.1	0	+
chr1	1661993	1663993	ENST00000424604.1	0	+
chr1	1820910	1822910	ENST00000412228.1	0	+
chr1	1946969	1948969	ENST00000443930.1	0	-
chr1	1981090	1983090	ENST00000445600.1	0	-
chr1	1981509	1983509	ENST00000449154.1	0	-
chr1	2115314	2117314	ENST00000333854.2	0	-
chr1	2115492	2117492	ENST00000536678.1	0	-
chr1	2115828	2117828	ENST00000444529.1	0	-
chr1	2355419	2357419	ENST00000420406.1	0	+
chr1	2424697	2426697	ENST00000424657.1	0	-
chr1	2425918	2427918	ENST00000442305.1	0	-
chr1	2483545	2485545	ENST00000449660.1	0	-
chr1	2485684	2487684	ENST00000443892.2	0	-
chr1	2488450	2490450	ENST00000416860.2	0	-
chr1	2483037	2485037	ENST00000448624.2	0	-
chr1	2485589	2487589	ENST00000432521.2	0	-
chr1	2488470	2490470	ENST00000452793.1	0	-
chr1	2495849	2497849	ENST00000456687.2	0	+
chr1	2510999	2512999	ENST00000424215.1	0	+
chr1	2562007	2564007	ENST00000427302.1	0	+
chr1	2729257	2731257	ENST00000457440.1	0	-
chr1	2731563	2733563	ENST00000429389.1	0	-
chr1	2980350	2982350	ENST00000321399.3	0	-
chr1	2978315	2980315	ENST00000413472.1	0	-
chr1	2978596	2980596	ENST00000453118.1	0	-
chr1	2985001	2987001	ENST00000445317.1	0	-
chr1	2980246	2982246	ENST00000415573.1	0	-
chr1	2984333	2986333	ENST00000321336.1	0	-
chr1	3050273	3052273	ENST00000440516.1	0	-
chr1	3541307	3543307	ENST00000435049.1	0	-
chr1	3585336	3587336	ENST00000443034.1	0	-
chr1	3630862	3632862	ENST00000416554.1	0	-
chr1	3663340	3665340	ENST00000418088.1	0	-
chr1	3663886	3665886	ENST00000452079.1	0	-
chr1	3654439	3656439	ENST00000419973.1	0	-
chr1	3663900	3665900	ENST00000423764.1	0	-
chr1	3662802	3664802	ENST00000544565.1	0	-
chr1	3687352	3689352	ENST00000444870.2	0	+
chr1	3687389	3689389	ENST00000452264.1	0	+
chr1	3814936	3816936	ENST00000413332.1	0	+
chr1	3814968	3816968	ENST00000442673.1	0	+
chr1	3814980	3816980	ENST00000439488.1	0	+
chr1	3998673	4000673	ENST00000456897.1	0	+
chr1	3998677	4000677	ENST00000412674.1	0	+
chr1	4009040	4011040	ENST00000425194.1	0	-
chr1	4470111	4472111	ENST00000423197.1	0	+
chr1	4609795	4611795	ENST00000438791.1	0	+
chr1	4629608	4631608	ENST00000420522.1	0	+
chr1	5150959	5152959	ENST00000443270.1	0	-
chr1	5728355	5730355	ENST00000413887.1	0	-
chr1	6265840	6267840	ENST00000455744.1	0	-
chr1	6294300	6296300	ENST00000441724.1	0	+
chr1	6295831	6297831	ENST00000429480.2	0	+
chr1	6507066	6509066	ENST00000419034.1	0	-
chr1	6782697	6784697	ENST00000432429.1	0	+
chr1	6782697	6784697	ENST00000414210.1	0	+
chr1	6785587	6787587	ENST00000421469.1	0	+
chr1	6844903	6846903	ENST00000442889.1	0	-
chr1	7074339	7076339	ENST00000456701.1	0	-
chr1	7427003	7429003	ENST00000427317.1	0	+
chr1	7449814	7451814	ENST00000457311.1	0	-
chr1	7449479	7451479	ENST00000411708.1	0	-
chr1	7501614	7503614	ENST00000440032.1	0	-
chr1	7887402	7889402	ENST00000451646.1	0	-
chr1	8066784	8068784	ENST00000423628.1	0	-
chr1	8084798	8086798	ENST00000445300.1	0	+
chr1	8266732	8268732	ENST00000452982.1	0	+
chr1	8280589	8282589	ENST00000424689.1	0	-
chr1	8482705	8484705	ENST00000449895.1	0	+
chr1	8483698	8485698	ENST00000444276.1	0	+
chr1	8863919	8865919	ENST00000433876.1	0	+
chr1	8938066	8940066	ENST00000414948.1	0	-
chr1	8936894	8938894	ENST00000442636.1	0	+
chr1	9262678	9264678	ENST00000437157.1	0	-
chr1	9240271	9242271	ENST00000412639.1	0	+
chr1	9563530	9565530	ENST00000441033.1	0	-
chr1	9747632	9749632	ENST00000415330.1	0	-
chr1	9906376	9908376	ENST00000454104.1	0	+
chr1	9959518	9961518	ENST00000453140.1	0	+
chr1	10000981	10002981	ENST00000445884.1	0	+
chr1	10516612	10518612	ENST00000424487.1	0	+
chr1	11126528	11128528	ENST00000452378.1	0	+
chr1	11157732	11159732	ENST00000447600.1	0	+
chr1	11157732	11159732	ENST00000435388.1	0	+
chr1	11201955	11203955	ENST00000445982.1	0	+
chr1	11202481	11204481	ENST00000420480.1	0	+
chr1	11667588	11669588	ENST00000453135.1	0	+
chr1	11839676	11841676	ENST00000376620.3	0	-
chr1	11883337	11885337	ENST00000442242.1	0	-
chr1	11901918	11903918	ENST00000400892.2	0	+
chr1	12585766	12587766	ENST00000416696.1	0	+
chr1	12883022	12885022	ENST00000438401.1	0	-
chr1	13144777	13146777	ENST00000437631.1	0	+
chr1	13385903	13387903	ENST00000451598.1	0	-
chr1	13427634	13429634	ENST00000432559.1	0	+
chr1	13648431	13650431	ENST00000417907.1	0	+
chr1	13837715	13839715	ENST00000450259.1	0	+
chr1	13987033	13989033	ENST00000441809.1	0	-
chr1	14105625	14107625	ENST00000420227.1	0	-
chr1	14549613	14551613	ENST00000449215.1	0	-
chr1	14677518	14679518	ENST00000447908.1	0	-
chr1	15478898	15480898	ENST00000404665.2	0	-
chr1	15478960	15480960	ENST00000310916.3	0	-
chr1	15670372	15672372	ENST00000428747.1	0	-
chr1	15661960	15663960	ENST00000439788.1	0	-
chr1	15735929	15737929	ENST00000427824.1	0	-
chr1	15930121	15932121	ENST00000428945.1	0	-
chr1	16063391	16065391	ENST00000453804.1	0	-
chr1	16076391	16078391	ENST00000418525.1	0	-
chr1	16162355	16164355	ENST00000535249.1	0	-
chr1	16174642	16176642	ENST00000317122.1	0	-
chr1	16333166	16335166	ENST00000437156.1	0	-
chr1	16479706	16481706	ENST00000424774.1	0	+
chr1	16483761	16485761	ENST00000426353.1	0	+
chr1	16522349	16524349	ENST00000457809.1	0	+
chr1	16785443	16787443	ENST00000457898.1	0	+
chr1	16845189	16847189	ENST00000452795.1	0	+
chr1	16861505	16863505	ENST00000427204.1	0	-
chr1	16862144	16864144	ENST00000415386.2	0	-
chr1	16931427	16933427	ENST00000392963.3	0	-
chr1	16892211	16894211	ENST00000401007.3	0	-
chr1	16940083	16942083	ENST00000430580.1	0	-
chr1	16901051	16903051	ENST00000420031.2	0	-
chr1	16905862	16907862	ENST00000432949.1	0	-
chr1	16902975	16904975	ENST00000287968.8	0	-
chr1	16935145	16937145	ENST00000420513.1	0	-
chr1	16940029	16942029	ENST00000449853.1	0	-
chr1	16957401	16959401	ENST00000540383.1	0	-
chr1	16961054	16963054	ENST00000412962.1	0	-
chr1	16944910	16946910	ENST00000501442.1	0	+
chr1	16971167	16973167	ENST00000421700.1	0	-
chr1	16971178	16973178	ENST00000362058.2	0	-
chr1	16975897	16977897	ENST00000535991.1	0	-
chr1	17179294	17181294	ENST00000414340.1	0	-
chr1	17179624	17181624	ENST00000422345.1	0	-
chr1	17179902	17181902	ENST00000414128.1	0	+
chr1	17195440	17197440	ENST00000438002.1	0	+
chr1	17196753	17198753	ENST00000451828.1	0	+
chr1	17196779	17198779	ENST00000453554.1	0	+
chr1	17197534	17199534	ENST00000457856.1	0	+
chr1	17215868	17217868	ENST00000422124.1	0	-
chr1	17216137	17218137	ENST00000416869.1	0	-
chr1	17216144	17218144	ENST00000457075.1	0	-
chr1	17303421	17305421	ENST00000446261.1	0	+
chr1	17514278	17516278	ENST00000412427.1	0	+
chr1	17514278	17516278	ENST00000539219.1	0	+
chr1	17731256	17733256	ENST00000439577.1	0	+
chr1	18042182	18044182	ENST00000430540.1	0	+
chr1	18505840	18507840	ENST00000419667.1	0	-
chr1	18710323	18712323	ENST00000420211.1	0	+
chr1	19534995	19536995	ENST00000437898.1	0	+
chr1	19923326	19925326	ENST00000416470.1	0	-
chr1	20138860	20140860	ENST00000454736.1	0	+
chr1	20478831	20480831	ENST00000417884.1	0	+
chr1	20482185	20484185	ENST00000431027.1	0	+
chr1	20512979	20514979	ENST00000442226.1	0	-
chr1	20567588	20569588	ENST00000435552.1	0	+
chr1	20649680	20651680	ENST00000444923.1	0	-
chr1	20755275	20757275	ENST00000426428.1	0	-
chr1	20755232	20757232	ENST00000418743.1	0	-
chr1	20757727	20759727	ENST00000423486.1	0	-
chr1	20739746	20741746	ENST00000421114.1	0	-
chr1	21057373	21059373	ENST00000436642.1	0	+
chr1	21067480	21069480	ENST00000413451.1	0	+
chr1	21590575	21592575	ENST00000416959.1	0	+
chr1	21617783	21619783	ENST00000449034.1	0	+
chr1	21740391	21742391	ENST00000444647.1	0	+
chr1	21740815	21742815	ENST00000423921.1	0	+
chr1	21910965	21912965	ENST00000457706.1	0	+
chr1	22351461	22353461	ENST00000455966.1	0	-
chr1	22349681	22351681	ENST00000434233.1	0	+
chr1	22350004	22352004	ENST00000420503.1	0	+
chr1	22350027	22352027	ENST00000404210.2	0	+
chr1	22350027	22352027	ENST00000416769.1	0	+
chr1	22352832	22354832	ENST00000452322.1	0	+
chr1	22383690	22385690	ENST00000431803.1	0	+
chr1	22841967	22843967	ENST00000438551.1	0	+
chr1	23163342	23165342	ENST00000419644.1	0	-
chr1	23340538	23342538	ENST00000440767.1	0	-
chr1	23877406	23879406	ENST00000451217.1	0	-
chr1	23945957	23947957	ENST00000499591.1	0	-
chr1	24104777	24106777	ENST00000427796.1	0	-
chr1	24098887	24100887	ENST00000447961.1	0	-
chr1	24234375	24236375	ENST00000411815.1	0	-
chr1	24365343	24367343	ENST00000439239.1	0	+
chr1	24391264	24393264	ENST00000429191.1	0	+
chr1	24524730	24526730	ENST00000439059.1	0	+
chr1	24648420	24650420	ENST00000446220.1	0	-
chr1	24648391	24650391	ENST00000437965.1	0	-
chr1	24865371	24867371	ENST00000445805.1	0	-
chr1	25285836	25287836	ENST00000456316.1	0	+
chr1	25439610	25441610	ENST00000424084.1	0	-
chr1	25439611	25441611	ENST00000429666.1	0	-
chr1	25532630	25534630	ENST00000455902.1	0	+
chr1	25594376	25596376	ENST00000450820.1	0	-
chr1	25905969	25907969	ENST00000412797.1	0	+
chr1	25985602	25987602	ENST00000436991.1	0	-
chr1	26184104	26186104	ENST00000455431.1	0	+
chr1	26498156	26500156	ENST00000407889.2	0	-
chr1	26497304	26499304	ENST00000414762.1	0	-
chr1	26498229	26500229	ENST00000433939.1	0	-
chr1	26497864	26499864	ENST00000444682.1	0	-
chr1	26498312	26500312	ENST00000448923.1	0	-
chr1	26573392	26575392	ENST00000457019.1	0	+
chr1	26793773	26795773	ENST00000423060.1	0	-
chr1	27200624	27202624	ENST00000448791.1	0	+
chr1	27560843	27562843	ENST00000425205.1	0	-
chr1	27634278	27636278	ENST00000474826.1	0	-
chr1	27781709	27783709	ENST00000492975.1	0	+
chr1	27850316	27852316	ENST00000443579.1	0	+
chr1	27989233	27991233	ENST00000440492.1	0	-
chr1	27993979	27995979	ENST00000430683.1	0	+
chr1	28286704	28288704	ENST00000448015.1	0	-
chr1	28357423	28359423	ENST00000450821.1	0	-
chr1	28837109	28839109	ENST00000499627.1	0	-
chr1	28907522	28909522	ENST00000464612.1	0	-
chr1	28907741	28909741	ENST00000475441.1	0	-
chr1	28908346	28910346	ENST00000531126.1	0	-
chr1	28908354	28910354	ENST00000461448.1	0	-
chr1	28908384	28910384	ENST00000470977.1	0	-
chr1	28908383	28910383	ENST00000474814.1	0	-
chr1	28908175	28910175	ENST00000481368.1	0	-
chr1	28908365	28910365	ENST00000481220.1	0	-
chr1	28909495	28911495	ENST00000488745.1	0	-
chr1	28908330	28910330	ENST00000483436.1	0	-
chr1	28908365	28910365	ENST00000464115.1	0	-
chr1	28908369	28910369	ENST00000461832.1	0	-
chr1	28967740	28969740	ENST00000420776.1	0	+
chr1	28970603	28972603	ENST00000427804.1	0	+
chr1	29192087	29194087	ENST00000443593.1	0	+
chr1	29203848	29205848	ENST00000418471.1	0	-
chr1	29473506	29475506	ENST00000413004.1	0	-
chr1	29477001	29479001	ENST00000450108.1	0	+
chr1	29548445	29550445	ENST00000427046.1	0	+
chr1	29676626	29678626	ENST00000417651.1	0	-
chr1	30182394	30184394	ENST00000422638.1	0	-
chr1	30510459	30512459	ENST00000445180.1	0	-
chr1	30611110	30613110	ENST00000441046.1	0	+
chr1	30884485	30886485	ENST00000427319.1	0	-
chr1	30886672	30888672	ENST00000420354.1	0	+
chr1	31188940	31190940	ENST00000414532.1	0	+
chr1	31189619	31191619	ENST00000454613.1	0	+
chr1	31189629	31191629	ENST00000414763.1	0	+
chr1	31196567	31198567	ENST00000443076.1	0	+
chr1	31288400	31290400	ENST00000440358.1	0	-
chr1	31295075	31297075	ENST00000430320.1	0	+
chr1	31295522	31297522	ENST00000438790.1	0	+
chr1	31329005	31331005	ENST00000431202.1	0	+
chr1	31819646	31821646	ENST00000430143.1	0	-
chr1	31969841	31971841	ENST00000418618.1	0	+
chr1	31982036	31984036	ENST00000412068.1	0	+
chr1	31985964	31987964	ENST00000417514.1	0	+
chr1	32041174	32043174	ENST00000435872.1	0	-
chr1	32119710	32121710	ENST00000445166.1	0	+
chr1	32252731	32254731	ENST00000527035.1	0	+
chr1	32321169	32323169	ENST00000453837.1	0	-
chr1	32396621	32398621	ENST00000447478.1	0	+
chr1	32539075	32541075	ENST00000366152.3	0	-
chr1	32671786	32673786	ENST00000373604.4	0	-
chr1	32672415	32674415	ENST00000421616.1	0	-
chr1	32788162	32790162	ENST00000458147.1	0	-
chr1	32816264	32818264	ENST00000448134.1	0	-
chr1	32814855	32816855	ENST00000413329.1	0	+
chr1	32815122	32817122	ENST00000421153.1	0	+
chr1	32827844	32829844	ENST00000432622.1	0	-
chr1	32829824	32831824	ENST00000416512.1	0	-
chr1	32827425	32829425	ENST00000428500.1	0	-
chr1	32829879	32831879	ENST00000415596.1	0	-
chr1	33190838	33192838	ENST00000421619.1	0	-
chr1	33450676	33452676	ENST00000427524.1	0	+
chr1	33778296	33780296	ENST00000457957.1	0	+
chr1	33813953	33815953	ENST00000432703.1	0	+
chr1	34332554	34334554	ENST00000425631.1	0	+
chr1	34333798	34335798	ENST00000434181.1	0	+
chr1	34333827	34335827	ENST00000432447.1	0	+
chr1	34333827	34335827	ENST00000414868.1	0	+
chr1	34334152	34336152	ENST00000438719.1	0	+
chr1	34339067	34341067	ENST00000431046.1	0	+
chr1	35253698	35255698	ENST00000542839.1	0	-
chr1	35314295	35316295	ENST00000429293.1	0	+
chr1	35444307	35446307	ENST00000311990.4	0	-
chr1	35831678	35833678	ENST00000432683.1	0	-
chr1	36039348	36041348	ENST00000425881.1	0	-
chr1	36043330	36045330	ENST00000444348.1	0	-
chr1	36055977	36057977	ENST00000452217.1	0	+
chr1	36202990	36204990	ENST00000373226.2	0	+
chr1	36547923	36549923	ENST00000446354.1	0	-
chr1	37236741	37238741	ENST00000451375.1	0	+
chr1	37790701	37792701	ENST00000413901.1	0	-
chr1	37940012	37942012	ENST00000424989.1	0	-
chr1	38266551	38268551	ENST00000433474.1	0	-
chr1	38324369	38326369	ENST00000419993.1	0	+
chr1	38510986	38512986	ENST00000432922.1	0	+
chr1	38511097	38513097	ENST00000428151.1	0	+
chr1	38680439	38682439	ENST00000431311.1	0	-
chr1	38938868	38940868	ENST00000452971.1	0	+
chr1	39323672	39325672	ENST00000433671.1	0	+
chr1	39323755	39325755	ENST00000456813.1	0	+
chr1	39337114	39339114	ENST00000443161.1	0	+
chr1	39723321	39725321	ENST00000289890.7	0	-
chr1	39990548	39992548	ENST00000441741.1	0	-
chr1	39991357	39993357	ENST00000331856.2	0	-
